RSRP,RSRQ,RSSI,PCC_SINR,PCC_PHY_Thruput_DL,PDCP_Thruput_DL
-87.44,-4.6,-68.73,12.27,208,0
-87.13,-4.96,-68.02,12.14,160,0
-87.13,-4.96,-68.02,12.14,160,0
-87.13,-4.96,-68.02,12.14,160,0
-87.13,-4.96,-68.02,12.14,160,0
-87,-4.89,-67.98,13.38,426.67,0
-87,-4.89,-67.98,13.38,426.67,0
-87,-4.89,-67.98,13.38,426.67,0
-87,-4.89,-67.98,13.38,426.67,0
-87.1,-6.67,-66.28,8.97,766.86,7.43
-87.1,-6.67,-66.28,8.97,766.86,7.43
-87.1,-6.67,-66.28,8.97,766.86,7.43
-87.1,-6.67,-66.28,8.97,766.86,7.43
-86.66,-7.18,-65.06,12.41,187.43,0.89
-86.66,-7.18,-65.06,12.41,187.43,0.89
-86.66,-7.18,-65.06,12.41,187.43,0.89
-86.66,-7.18,-65.06,12.41,187.43,0.89
-86.73,-6.71,-65.87,11.46,390.4,2.67
-86.73,-6.71,-65.87,11.46,390.4,2.67
-86.73,-6.71,-65.87,11.46,390.4,2.67
-86.73,-6.71,-65.87,11.46,390.4,2.67
-85.9,-8.46,-63.37,11.84,638.86,4078.07
-85.9,-8.46,-63.37,11.84,638.86,4078.07
-85.9,-8.46,-63.37,11.84,638.86,4078.07
-85.9,-8.46,-63.37,11.84,638.86,4078.07
-85.76,-10.4,-61.33,8.09,8579.22,7153.85
-85.76,-10.4,-61.33,8.09,8579.22,7153.85
-85.76,-10.4,-61.33,8.09,8579.22,7153.85
-85.76,-10.4,-61.33,8.09,8579.22,7153.85
-85.65,-9.74,-61.89,9.7,7643,7974.03
-85.65,-9.74,-61.89,9.7,7643,7974.03
-85.65,-9.74,-61.89,9.7,7643,7974.03
-85.65,-9.74,-61.89,9.7,7643,7974.03
-85.26,-10.15,-60.9,10.62,8265.53,7403.25
-85.26,-10.15,-60.9,10.62,8265.53,7403.25
-85.26,-10.15,-60.9,10.62,8265.53,7403.25
-85.26,-10.15,-60.9,10.62,8265.53,7403.25
-85.59,-10.08,-61.43,9.25,9307.93,5735.27
-85.59,-10.08,-61.43,9.25,9307.93,5735.27
-85.59,-10.08,-61.43,9.25,9307.93,5735.27
-85.59,-10.08,-61.43,9.25,9307.93,5735.27
-85.4,-10.12,-61.25,8.94,6387.05,7353.73
-85.4,-10.12,-61.25,8.94,6387.05,7353.73
-85.4,-10.12,-61.25,8.94,6387.05,7353.73
-85.4,-10.12,-61.25,8.94,6387.05,7353.73
-84.94,-9.83,-61.09,10.55,9329.3,7870.28
-84.94,-9.83,-61.09,10.55,9329.3,7870.28
-84.94,-9.83,-61.09,10.55,9329.3,7870.28
-84.94,-9.83,-61.09,10.55,9329.3,7870.28
-84.59,-9.6,-60.99,12.15,8964.41,10059.47
-84.59,-9.6,-60.99,12.15,8964.41,10059.47
-84.59,-9.6,-60.99,12.15,8964.41,10059.47
-84.59,-9.6,-60.99,12.15,8964.41,10059.47
-86.6,-8.97,-63.59,11.27,12355.37,10028.61
-86.6,-8.97,-63.59,11.27,12355.37,10028.61
-86.6,-8.97,-63.59,11.27,12355.37,10028.61
-86.6,-8.97,-63.59,11.27,12355.37,10028.61
-91.49,-7.49,-69.85,7.64,7946.56,4450.5
-91.49,-7.49,-69.85,7.64,7946.56,4450.5
-91.49,-7.49,-69.85,7.64,7946.56,4450.5
-91.49,-7.49,-69.85,7.64,7946.56,4450.5
-89.74,-8.51,-66.82,9.7,5991.58,7151.31
-89.74,-8.51,-66.82,9.7,5991.58,7151.31
-89.74,-8.51,-66.82,9.7,5991.58,7151.31
-89.74,-8.51,-66.82,9.7,5991.58,7151.31
-90.75,-8.48,-67.98,8.62,7261.73,4601.9
-90.75,-8.48,-67.98,8.62,7261.73,4601.9
-90.75,-8.48,-67.98,8.62,7261.73,4601.9
-90.75,-8.48,-67.98,8.62,7261.73,4601.9
-93.17,-6.95,-72.16,7.7,4693.13,3598.71
-93.17,-6.95,-72.16,7.7,4693.13,3598.71
-93.17,-6.95,-72.16,7.7,4693.13,3598.71
-93.17,-6.95,-72.16,7.7,4693.13,3598.71
-94.75,-7.64,-73.03,7.68,5548.39,5510.38
-94.75,-7.64,-73.03,7.68,5548.39,5510.38
-94.75,-7.64,-73.03,7.68,5548.39,5510.38
-94.75,-7.64,-73.03,7.68,5548.39,5510.38
-93.9,-7.03,-72.82,8.31,5639.91,6053.08
-93.9,-7.03,-72.82,8.31,5639.91,6053.08
-93.9,-7.03,-72.82,8.31,5639.91,6053.08
-93.9,-7.03,-72.82,8.31,5639.91,6053.08
-94.96,-6.97,-73.84,7.34,6913.96,5310.68
-94.96,-6.97,-73.84,7.34,6913.96,5310.68
-94.96,-6.97,-73.84,7.34,6913.96,5310.68
-94.96,-6.97,-73.84,7.34,6913.96,5310.68
-97.36,-6.7,-76.5,4.52,4825.98,3502.35
-97.36,-6.7,-76.5,4.52,4825.98,3502.35
-97.36,-6.7,-76.5,4.52,4825.98,3502.35
-97.36,-6.7,-76.5,4.52,4825.98,3502.35
-95.72,-6.15,-75.44,5.64,4474.75,5102.11
-95.72,-6.15,-75.44,5.64,4474.75,5102.11
-95.72,-6.15,-75.44,5.64,4474.75,5102.11
-95.72,-6.15,-75.44,5.64,4474.75,5102.11
-95.54,-7.56,-73.87,4.86,5923.49,3671.94
-95.54,-7.56,-73.87,4.86,5923.49,3671.94
-95.54,-7.56,-73.87,4.86,5923.49,3671.94
-95.54,-7.56,-73.87,4.86,5923.49,3671.94
-94.94,-8.01,-72.87,5.48,4071.2,3588.71
-94.94,-8.01,-72.87,5.48,4071.2,3588.71
-94.94,-8.01,-72.87,5.48,4071.2,3588.71
-94.94,-8.01,-72.87,5.48,4071.2,3588.71
-95.46,-7.55,-73.85,5.49,4928.53,3315.33
-95.46,-7.55,-73.85,5.49,4928.53,3315.33
-95.46,-7.55,-73.85,5.49,4928.53,3315.33
-95.46,-7.55,-73.85,5.49,4928.53,3315.33
-92.42,-7.43,-70.94,6.93,4380.29,3568.32
-92.42,-7.43,-70.94,6.93,4380.29,3568.32
-92.42,-7.43,-70.94,6.93,4380.29,3568.32
-92.42,-7.43,-70.94,6.93,4380.29,3568.32
-94.51,-6.5,-73.81,6.62,5272.6,3977
-94.51,-6.5,-73.81,6.62,5272.6,3977
-94.51,-6.5,-73.81,6.62,5272.6,3977
-94.51,-6.5,-73.81,6.62,5272.6,3977
-98.61,-7.4,-77.16,3.41,4314.9,3346.38
-98.61,-7.4,-77.16,3.41,4314.9,3346.38
-98.61,-7.4,-77.16,3.41,4314.9,3346.38
-98.61,-7.4,-77.16,3.41,4314.9,3346.38
-97.53,-7.95,-75.52,4.17,4011.49,3408.47
-97.53,-7.95,-75.52,4.17,4011.49,3408.47
-97.53,-7.95,-75.52,4.17,4011.49,3408.47
-97.53,-7.95,-75.52,4.17,4011.49,3408.47
-98.67,-7.69,-76.7,3.47,3490.84,2684.61
-98.67,-7.69,-76.7,3.47,3490.84,2684.61
-98.67,-7.69,-76.7,3.47,3490.84,2684.61
-98.67,-7.69,-76.7,3.47,3490.84,2684.61
-99.36,-8.63,-76.65,3.22,3486.91,2996.33
-99.36,-8.63,-76.65,3.22,3486.91,2996.33
-99.36,-8.63,-76.65,3.22,3486.91,2996.33
-99.36,-8.63,-76.65,3.22,3486.91,2996.33
-101.27,-9.18,-77.82,2.18,3344.64,2065.02
-101.27,-9.18,-77.82,2.18,3344.64,2065.02
-101.27,-9.18,-77.82,2.18,3344.64,2065.02
-101.27,-9.18,-77.82,2.18,3344.64,2065.02
-99.42,-10.7,-74.38,0.37,2953.51,1796.36
-99.42,-10.7,-74.38,0.37,2953.51,1796.36
-99.42,-10.7,-74.38,0.37,2953.51,1796.36
-99.42,-10.7,-74.38,0.37,2953.51,1796.36
-97.66,-9.23,-74.12,4.54,1708.4,1055.32
-97.66,-9.23,-74.12,4.54,1708.4,1055.32
-97.66,-9.23,-74.12,4.54,1708.4,1055.32
-97.66,-9.23,-74.12,4.54,1708.4,1055.32
-94.12,-8.32,-71.75,5.43,4393.45,3220.3
-94.12,-8.32,-71.75,5.43,4393.45,3220.3
-94.12,-8.32,-71.75,5.43,4393.45,3220.3
-94.12,-8.32,-71.75,5.43,4393.45,3220.3
-98.14,-8.24,-75.61,2.38,2732.44,1491.24
-98.14,-8.24,-75.61,2.38,2732.44,1491.24
-98.14,-8.24,-75.61,2.38,2732.44,1491.24
-98.14,-8.24,-75.61,2.38,2732.44,1491.24
-97.92,-7.85,-75.83,2.71,1758.03,398.41
-97.92,-7.85,-75.83,2.71,1758.03,398.41
-97.92,-7.85,-75.83,2.71,1758.03,398.41
-97.92,-7.85,-75.83,2.71,1758.03,398.41
-95.81,-4.96,-76.63,6.31,1915.27,450.01
-95.81,-4.96,-76.63,6.31,1915.27,450.01
-95.81,-4.96,-76.63,6.31,1915.27,450.01
-95.81,-4.96,-76.63,6.31,1915.27,450.01
-93.89,-5.6,-74.11,9.58,3188.03,542.38
-93.89,-5.6,-74.11,9.58,3188.03,542.38
-93.89,-5.6,-74.11,9.58,3188.03,542.38
-93.89,-5.6,-74.11,9.58,3188.03,542.38
-93.56,-6.56,-72.81,9.46,4316.75,462.65
-93.56,-6.56,-72.81,9.46,4316.75,462.65
-93.56,-6.56,-72.81,9.46,4316.75,462.65
-93.56,-6.56,-72.81,9.46,4316.75,462.65
-95.82,-5.74,-75.9,7.74,3798.68,484.51
-95.82,-5.74,-75.9,7.74,3798.68,484.51
-95.82,-5.74,-75.9,7.74,3798.68,484.51
-95.82,-5.74,-75.9,7.74,3798.68,484.51
-99.09,-5.58,-79.34,4.91,3613.65,453.59
-99.09,-5.58,-79.34,4.91,3613.65,453.59
-99.09,-5.58,-79.34,4.91,3613.65,453.59
-99.09,-5.58,-79.34,4.91,3613.65,453.59
-101.01,-7.65,-79.24,3.45,2503.53,1708.04
-101.01,-7.65,-79.24,3.45,2503.53,1708.04
-101.01,-7.65,-79.24,3.45,2503.53,1708.04
-101.01,-7.65,-79.24,3.45,2503.53,1708.04
-100.46,-8.17,-78.02,2.44,3287.3,2250.15
-100.46,-8.17,-78.02,2.44,3287.3,2250.15
-100.46,-8.17,-78.02,2.44,3287.3,2250.15
-100.46,-8.17,-78.02,2.44,3287.3,2250.15
-100.16,-7.62,-78.39,2.7,2744.56,2053.87
-100.16,-7.62,-78.39,2.7,2744.56,2053.87
-100.16,-7.62,-78.39,2.7,2744.56,2053.87
-100.16,-7.62,-78.39,2.7,2744.56,2053.87
-102.82,-9.05,-79.37,0.29,2645.82,1846.04
-102.82,-9.05,-79.37,0.29,2645.82,1846.04
-102.82,-9.05,-79.37,0.29,2645.82,1846.04
-102.82,-9.05,-79.37,0.29,2645.82,1846.04
-103.31,-10.5,-78.49,0.52,2202.41,1579.84
-103.31,-10.5,-78.49,0.52,2202.41,1579.84
-103.31,-10.5,-78.49,0.52,2202.41,1579.84
-103.31,-10.5,-78.49,0.52,2202.41,1579.84
-101.93,-8.33,-79.19,0.84,1687.28,828.73
-101.93,-8.33,-79.19,0.84,1687.28,828.73
-101.93,-8.33,-79.19,0.84,1687.28,828.73
-101.93,-8.33,-79.19,0.84,1687.28,828.73
-105.32,-9.99,-81.07,-1.47,1432.47,521.74
-105.32,-9.99,-81.07,-1.47,1432.47,521.74
-105.32,-9.99,-81.07,-1.47,1432.47,521.74
-105.32,-9.99,-81.07,-1.47,1432.47,521.74
-102.35,-9.07,-79.14,0.72,1449.89,369.24
-102.35,-9.07,-79.14,0.72,1449.89,369.24
-102.35,-9.07,-79.14,0.72,1449.89,369.24
-102.35,-9.07,-79.14,0.72,1449.89,369.24
-101.8,-8.32,-78.62,1.26,2118.32,1430.46
-101.8,-8.32,-78.62,1.26,2118.32,1430.46
-101.8,-8.32,-78.62,1.26,2118.32,1430.46
-101.8,-8.32,-78.62,1.26,2118.32,1430.46
-102.11,-8.68,-79.05,0.04,2105.14,1581.48
-102.11,-8.68,-79.05,0.04,2105.14,1581.48
-102.11,-8.68,-79.05,0.04,2105.14,1581.48
-102.11,-8.68,-79.05,0.04,2105.14,1581.48
-102.06,-8.28,-79.24,0.48,1670.68,1430.82
-102.06,-8.28,-79.24,0.48,1670.68,1430.82
-102.06,-8.28,-79.24,0.48,1670.68,1430.82
-102.06,-8.28,-79.24,0.48,1670.68,1430.82
-100.91,-7.44,-79.12,0.93,2255.84,1858.31
-100.91,-7.44,-79.12,0.93,2255.84,1858.31
-100.91,-7.44,-79.12,0.93,2255.84,1858.31
-100.91,-7.44,-79.12,0.93,2255.84,1858.31
-102.89,-7.98,-80.71,-0.15,1925.66,1761.73
-102.89,-7.98,-80.71,-0.15,1925.66,1761.73
-102.89,-7.98,-80.71,-0.15,1925.66,1761.73
-102.89,-7.98,-80.71,-0.15,1925.66,1761.73
-101.16,-7.57,-79.29,0.78,2118.03,1537.49
-101.16,-7.57,-79.29,0.78,2118.03,1537.49
-101.16,-7.57,-79.29,0.78,2118.03,1537.49
-101.16,-7.57,-79.29,0.78,2118.03,1537.49
-100.75,-9.49,-76.9,-0.15,1874.62,1438.18
-100.75,-9.49,-76.9,-0.15,1874.62,1438.18
-100.75,-9.49,-76.9,-0.15,1874.62,1438.18
-100.75,-9.49,-76.9,-0.15,1874.62,1438.18
-103.29,-10.29,-78.76,-2.02,1656.26,1403.95
-103.29,-10.29,-78.76,-2.02,1656.26,1403.95
-103.29,-10.29,-78.76,-2.02,1656.26,1403.95
-103.29,-10.29,-78.76,-2.02,1656.26,1403.95
-103.19,-9.19,-79.7,-1.63,1526.81,1188.5
-103.19,-9.19,-79.7,-1.63,1526.81,1188.5
-103.19,-9.19,-79.7,-1.63,1526.81,1188.5
-103.19,-9.19,-79.7,-1.63,1526.81,1188.5
-103.07,-9.33,-79.43,-2.19,1527.97,1119.38
-103.07,-9.33,-79.43,-2.19,1527.97,1119.38
-103.07,-9.33,-79.43,-2.19,1527.97,1119.38
-103.07,-9.33,-79.43,-2.19,1527.97,1119.38
-103.15,-8.75,-79.85,-1.38,1215.09,865.45
-103.15,-8.75,-79.85,-1.38,1215.09,865.45
-103.15,-8.75,-79.85,-1.38,1215.09,865.45
-103.15,-8.75,-79.85,-1.38,1215.09,865.45
-103.08,-9.69,-79.07,-0.77,1112.05,765.05
-103.08,-9.69,-79.07,-0.77,1112.05,765.05
-103.08,-9.69,-79.07,-0.77,1112.05,765.05
-103.08,-9.69,-79.07,-0.77,1112.05,765.05
-103.18,-11.72,-76.89,-1.82,1218.99,854.41
-103.18,-11.72,-76.89,-1.82,1218.99,854.41
-103.18,-11.72,-76.89,-1.82,1218.99,854.41
-103.18,-11.72,-76.89,-1.82,1218.99,854.41
-102.5,-11.4,-76.16,-2.13,1068.14,830.84
-102.5,-11.4,-76.16,-2.13,1068.14,830.84
-102.5,-11.4,-76.16,-2.13,1068.14,830.84
-102.5,-11.4,-76.16,-2.13,1068.14,830.84
-103.74,-13.46,-75.48,-2.91,976.56,669.34
-103.74,-13.46,-75.48,-2.91,976.56,669.34
-103.74,-13.46,-75.48,-2.91,976.56,669.34
-103.74,-13.46,-75.48,-2.91,976.56,669.34
-103.49,-13.4,-75.66,-2.65,953.43,726.96
-103.49,-13.4,-75.66,-2.65,953.43,726.96
-103.49,-13.4,-75.66,-2.65,953.43,726.96
-103.49,-13.4,-75.66,-2.65,953.43,726.96
-102.13,-13.3,-74.68,-2.23,979.25,830.6
-102.13,-13.3,-74.68,-2.23,979.25,830.6
-102.13,-13.3,-74.68,-2.23,979.25,830.6
-102.13,-13.3,-74.68,-2.23,979.25,830.6
-101,-13.29,-72.86,-1.94,1446.46,1181.9
-101,-13.29,-72.86,-1.94,1446.46,1181.9
-101,-13.29,-72.86,-1.94,1446.46,1181.9
-101,-13.29,-72.86,-1.94,1446.46,1181.9
-100.65,-13.71,-72.46,-1.39,1440.04,1211.7
-100.65,-13.71,-72.46,-1.39,1440.04,1211.7
-100.65,-13.71,-72.46,-1.39,1440.04,1211.7
-100.65,-13.71,-72.46,-1.39,1440.04,1211.7
-100.18,-12.88,-72.91,-1.5,1397.5,1027.93
-100.18,-12.88,-72.91,-1.5,1397.5,1027.93
-100.18,-12.88,-72.91,-1.5,1397.5,1027.93
-100.18,-12.88,-72.91,-1.5,1397.5,1027.93
-100.26,-14.04,-71.98,-2.5,1032.29,819.27
-100.26,-14.04,-71.98,-2.5,1032.29,819.27
-100.26,-14.04,-71.98,-2.5,1032.29,819.27
-100.26,-14.04,-71.98,-2.5,1032.29,819.27
-99.34,-13.11,-72.18,-1.62,1316.34,980.62
-99.34,-13.11,-72.18,-1.62,1316.34,980.62
-99.34,-13.11,-72.18,-1.62,1316.34,980.62
-99.34,-13.11,-72.18,-1.62,1316.34,980.62
-101.29,-15.31,-71.5,-3.6,1076.82,775.49
-101.29,-15.31,-71.5,-3.6,1076.82,775.49
-101.29,-15.31,-71.5,-3.6,1076.82,775.49
-101.29,-15.31,-71.5,-3.6,1076.82,775.49
-101.89,-15.43,-71.76,-3.91,867.75,773.52
-101.89,-15.43,-71.76,-3.91,867.75,773.52
-101.89,-15.43,-71.76,-3.91,867.75,773.52
-101.89,-15.43,-71.76,-3.91,867.75,773.52
-101.41,-15.96,-70.8,-4.48,1006.12,773.45
-101.41,-15.96,-70.8,-4.48,1006.12,773.45
-101.41,-15.96,-70.8,-4.48,1006.12,773.45
-101.41,-15.96,-70.8,-4.48,1006.12,773.45
-101.94,-16.05,-70.97,-4.6,903.57,669.25
-101.94,-16.05,-70.97,-4.6,903.57,669.25
-101.94,-16.05,-70.97,-4.6,903.57,669.25
-101.94,-16.05,-70.97,-4.6,903.57,669.25
-100.34,-14.86,-70.71,-4.09,1218.94,1119.42
-100.34,-14.86,-70.71,-4.09,1218.94,1119.42
-100.34,-14.86,-70.71,-4.09,1218.94,1119.42
-100.34,-14.86,-70.71,-4.09,1218.94,1119.42
-100.05,-14.82,-70.14,-3.62,1298.39,1123.8
-100.05,-14.82,-70.14,-3.62,1298.39,1123.8
-100.05,-14.82,-70.14,-3.62,1298.39,1123.8
-100.05,-14.82,-70.14,-3.62,1298.39,1123.8
-101.69,-15.72,-70.96,-4.77,1345.45,830.84
-101.69,-15.72,-70.96,-4.77,1345.45,830.84
-101.69,-15.72,-70.96,-4.77,1345.45,830.84
-101.69,-15.72,-70.96,-4.77,1345.45,830.84
-100.04,-14.17,-71.61,-3.33,1025.47,726.91
-100.04,-14.17,-71.61,-3.33,1025.47,726.91
-100.04,-14.17,-71.61,-3.33,1025.47,726.91
-100.04,-14.17,-71.61,-3.33,1025.47,726.91
-100.53,-14.69,-71.37,-4.44,1277.84,984.52
-100.53,-14.69,-71.37,-4.44,1277.84,984.52
-100.53,-14.69,-71.37,-4.44,1277.84,984.52
-100.53,-14.69,-71.37,-4.44,1277.84,984.52
-103.48,-17.83,-71.45,-6.1,835,565.26
-103.48,-17.83,-71.45,-6.1,835,565.26
-103.48,-17.83,-71.45,-6.1,835,565.26
-103.48,-17.83,-71.45,-6.1,835,565.26
-103.41,-17.93,-71.47,-6.65,719.36,508.28
-103.41,-17.93,-71.47,-6.65,719.36,508.28
-103.41,-17.93,-71.47,-6.65,719.36,508.28
-103.41,-17.93,-71.47,-6.65,719.36,508.28
-102.14,-15.87,-71.88,-4.92,954.73,657.72
-102.14,-15.87,-71.88,-4.92,954.73,657.72
-102.14,-15.87,-71.88,-4.92,954.73,657.72
-102.14,-15.87,-71.88,-4.92,954.73,657.72
-100.91,-15.43,-70.54,-4.6,1147.6,1015.51
-100.91,-15.43,-70.54,-4.6,1147.6,1015.51
-100.91,-15.43,-70.54,-4.6,1147.6,1015.51
-100.91,-15.43,-70.54,-4.6,1147.6,1015.51
-101.33,-15.04,-70.95,-4.2,1408.61,1211.61
-101.33,-15.04,-70.95,-4.2,1408.61,1211.61
-101.33,-15.04,-70.95,-4.2,1408.61,1211.61
-101.33,-15.04,-70.95,-4.2,1408.61,1211.61
-100.25,-15,-70.74,-3.43,1711.37,1146.49
-100.25,-15,-70.74,-3.43,1711.37,1146.49
-100.25,-15,-70.74,-3.43,1711.37,1146.49
-100.25,-15,-70.74,-3.43,1711.37,1146.49
-101.04,-15.68,-70.5,-4.89,1309.84,819.29
-101.04,-15.68,-70.5,-4.89,1309.84,819.29
-101.04,-15.68,-70.5,-4.89,1309.84,819.29
-101.04,-15.68,-70.5,-4.89,1309.84,819.29
-101,-16.51,-70.27,-6.43,801.64,623.12
-101,-16.51,-70.27,-6.43,801.64,623.12
-101,-16.51,-70.27,-6.43,801.64,623.12
-101,-16.51,-70.27,-6.43,801.64,623.12
-102.67,-16.36,-71.27,-5.27,1438.62,1096.14
-102.67,-16.36,-71.27,-5.27,1438.62,1096.14
-102.67,-16.36,-71.27,-5.27,1438.62,1096.14
-102.67,-16.36,-71.27,-5.27,1438.62,1096.14
-101.99,-15.29,-72.19,-4.21,1207.77,1108.16
-101.99,-15.29,-72.19,-4.21,1207.77,1108.16
-101.99,-15.29,-72.19,-4.21,1207.77,1108.16
-101.99,-15.29,-72.19,-4.21,1207.77,1108.16
-103.41,-15.15,-74.12,-4.89,1190.54,865.42
-103.41,-15.15,-74.12,-4.89,1190.54,865.42
-103.41,-15.15,-74.12,-4.89,1190.54,865.42
-103.41,-15.15,-74.12,-4.89,1190.54,865.42
-101.26,-13.75,-73.07,-3.95,1281.69,1122.65
-101.26,-13.75,-73.07,-3.95,1281.69,1122.65
-101.26,-13.75,-73.07,-3.95,1281.69,1122.65
-101.26,-13.75,-73.07,-3.95,1281.69,1122.65
-100.08,-13.11,-72.16,-1.26,1990.93,1559.03
-100.08,-13.11,-72.16,-1.26,1990.93,1559.03
-100.08,-13.11,-72.16,-1.26,1990.93,1559.03
-100.08,-13.11,-72.16,-1.26,1990.93,1559.03
-97.3,-11.42,-71.47,1,2979.84,2654.02
-97.3,-11.42,-71.47,1,2979.84,2654.02
-97.3,-11.42,-71.47,1,2979.84,2654.02
-97.3,-11.42,-71.47,1,2979.84,2654.02
-96.48,-11.42,-70.8,2.01,3386.43,2258.18
-96.48,-11.42,-70.8,2.01,3386.43,2258.18
-96.48,-11.42,-70.8,2.01,3386.43,2258.18
-96.48,-11.42,-70.8,2.01,3386.43,2258.18
-97.01,-11.83,-70.65,1.12,2847.9,2549.83
-97.01,-11.83,-70.65,1.12,2847.9,2549.83
-97.01,-11.83,-70.65,1.12,2847.9,2549.83
-97.01,-11.83,-70.65,1.12,2847.9,2549.83
-97.05,-11.81,-70.83,1.14,3414.9,2965.15
-97.05,-11.81,-70.83,1.14,3414.9,2965.15
-97.05,-11.81,-70.83,1.14,3414.9,2965.15
-97.05,-11.81,-70.83,1.14,3414.9,2965.15
-98.25,-12.42,-71.52,-0.57,2401.78,1990.53
-98.25,-12.42,-71.52,-0.57,2401.78,1990.53
-98.25,-12.42,-71.52,-0.57,2401.78,1990.53
-98.25,-12.42,-71.52,-0.57,2401.78,1990.53
-97.38,-12.47,-70.38,0.34,2145.41,1853.01
-97.38,-12.47,-70.38,0.34,2145.41,1853.01
-97.38,-12.47,-70.38,0.34,2145.41,1853.01
-97.38,-12.47,-70.38,0.34,2145.41,1853.01
-95.02,-11.07,-69.29,2.93,2949.66,2318.99
-95.02,-11.07,-69.29,2.93,2949.66,2318.99
-95.02,-11.07,-69.29,2.93,2949.66,2318.99
-95.02,-11.07,-69.29,2.93,2949.66,2318.99
-96.45,-11.61,-70.8,1.21,3057.24,1916.84
-96.45,-11.61,-70.8,1.21,3057.24,1916.84
-96.45,-11.61,-70.8,1.21,3057.24,1916.84
-96.45,-11.61,-70.8,1.21,3057.24,1916.84
-96.94,-11.73,-71.18,0.23,3374.11,2497.63
-96.94,-11.73,-71.18,0.23,3374.11,2497.63
-96.94,-11.73,-71.18,0.23,3374.11,2497.63
-96.94,-11.73,-71.18,0.23,3374.11,2497.63
-101.34,-14.16,-72.92,-3.7,1941.99,769.9
-101.34,-14.16,-72.92,-3.7,1941.99,769.9
-101.34,-14.16,-72.92,-3.7,1941.99,769.9
-101.34,-14.16,-72.92,-3.7,1941.99,769.9
-99.3,-11.63,-73.34,-1.28,2736.03,2500.28
-99.3,-11.63,-73.34,-1.28,2736.03,2500.28
-99.3,-11.63,-73.34,-1.28,2736.03,2500.28
-99.3,-11.63,-73.34,-1.28,2736.03,2500.28
-98.4,-11.89,-72.5,-1.54,3358.77,2813.79
-98.4,-11.89,-72.5,-1.54,3358.77,2813.79
-98.4,-11.89,-72.5,-1.54,3358.77,2813.79
-98.4,-11.89,-72.5,-1.54,3358.77,2813.79
-97.73,-11.48,-72.22,-0.56,3227.9,2700.18
-97.73,-11.48,-72.22,-0.56,3227.9,2700.18
-97.73,-11.48,-72.22,-0.56,3227.9,2700.18
-97.73,-11.48,-72.22,-0.56,3227.9,2700.18
-101.1,-14.84,-72.1,-5.21,1731.17,1090.31
-101.1,-14.84,-72.1,-5.21,1731.17,1090.31
-101.1,-14.84,-72.1,-5.21,1731.17,1090.31
-101.1,-14.84,-72.1,-5.21,1731.17,1090.31
-99.54,-13.9,-71.4,-3.05,1692.94,1350.01
-99.54,-13.9,-71.4,-3.05,1692.94,1350.01
-99.54,-13.9,-71.4,-3.05,1692.94,1350.01
-99.54,-13.9,-71.4,-3.05,1692.94,1350.01
-94.42,-11.03,-69.35,2.54,2974.46,2723.43
-94.42,-11.03,-69.35,2.54,2974.46,2723.43
-94.42,-11.03,-69.35,2.54,2974.46,2723.43
-94.42,-11.03,-69.35,2.54,2974.46,2723.43
-94.74,-10.53,-70.19,2.31,3980.64,3214.68
-94.74,-10.53,-70.19,2.31,3980.64,3214.68
-94.74,-10.53,-70.19,2.31,3980.64,3214.68
-94.74,-10.53,-70.19,2.31,3980.64,3214.68
-99.18,-13.76,-71.3,-2.82,1970.54,761.58
-99.18,-13.76,-71.3,-2.82,1970.54,761.58
-99.18,-13.76,-71.3,-2.82,1970.54,761.58
-99.18,-13.76,-71.3,-2.82,1970.54,761.58
-96.47,-12.65,-69.79,-0.69,2136.84,1021.09
-96.47,-12.65,-69.79,-0.69,2136.84,1021.09
-96.47,-12.65,-69.79,-0.69,2136.84,1021.09
-96.47,-12.65,-69.79,-0.69,2136.84,1021.09
-98.66,-13.52,-70.86,-1.6,1825.45,1442.46
-98.66,-13.52,-70.86,-1.6,1825.45,1442.46
-98.66,-13.52,-70.86,-1.6,1825.45,1442.46
-98.66,-13.52,-70.86,-1.6,1825.45,1442.46
-99.09,-13.73,-71.17,-2.04,1603.68,1222.29
-99.09,-13.73,-71.17,-2.04,1603.68,1222.29
-99.09,-13.73,-71.17,-2.04,1603.68,1222.29
-99.09,-13.73,-71.17,-2.04,1603.68,1222.29
-100.44,-14.37,-71.91,-3.44,1542.31,1107.8
-100.44,-14.37,-71.91,-3.44,1542.31,1107.8
-100.44,-14.37,-71.91,-3.44,1542.31,1107.8
-100.44,-14.37,-71.91,-3.44,1542.31,1107.8
-101.89,-13.28,-73.86,-3.43,1377.16,1050.99
-101.89,-13.28,-73.86,-3.43,1377.16,1050.99
-101.89,-13.28,-73.86,-3.43,1377.16,1050.99
-101.89,-13.28,-73.86,-3.43,1377.16,1050.99
-101.66,-12.69,-74.35,-2.86,1211.77,1095.91
-101.66,-12.69,-74.35,-2.86,1211.77,1095.91
-101.66,-12.69,-74.35,-2.86,1211.77,1095.91
-101.66,-12.69,-74.35,-2.86,1211.77,1095.91
-100.44,-13.16,-72.99,-2.76,1385.78,916.15
-100.44,-13.16,-72.99,-2.76,1385.78,916.15
-100.44,-13.16,-72.99,-2.76,1385.78,916.15
-100.44,-13.16,-72.99,-2.76,1385.78,916.15
-101.82,-13.5,-73.42,-2.23,1494.07,646.22
-101.82,-13.5,-73.42,-2.23,1494.07,646.22
-101.82,-13.5,-73.42,-2.23,1494.07,646.22
