RSRP,RSRQ,RSSI,PCC_PHY_Thruput_DL,PDCP_Thruput_DL
-78.65,-8.72,-55.53,9386.09,8922.45
-78.11,-8.71,-55.0,10038.84,8662.67
-78.29,-8.58,-55.36,9707.83,9201.04
-77.83,-8.5,-54.99,10484.18,10331.54
-77.36,-9.28,-53.93,11438.27,10567.29
-77.41,-9.33,-53.96,11001.22,10205.86
-77.8,-9.31,-54.37,10974.28,9749.68
-78.04,-9.09,-54.85,10319.8,9287.94
-77.27,-8.82,-54.36,10622.3,10176.03
-76.73,-9.07,-53.63,11221.35,10529.09
-77.42,-9.22,-54.16,11710.0,10341.88
-77.83,-8.96,-54.78,10848.38,9434.53
-78.18,-9.06,-55.02,10557.75,9869.07
-79.61,-9.12,-56.44,11057.63,9131.02
-81.17,-8.73,-58.43,9714.59,8872.66
-81.86,-8.58,-59.26,9471.05,7771.45
-81.57,-8.61,-58.94,8384.2,6485.25
-81.4,-8.45,-58.94,8327.53,6878.71
-80.71,-8.47,-58.2,8509.14,7450.57
-79.64,-8.5,-57.13,8635.91,7958.2
-81.78,-8.71,-59.06,8971.43,7356.37
-81.5,-8.56,-58.93,8156.41,7567.48
-81.38,-8.7,-58.66,8502.91,7134.62
-81.39,-9.58,-57.77,7684.13,7256.36
-82.47,-8.86,-59.51,8688.91,7952.93
-83.76,-8.78,-60.29,7856.94,6354.67
-82.36,-8.71,-59.24,7414.22,6785.77
-80.78,-8.54,-58.11,8053.37,7986.46
-81.85,-8.59,-59.1,8873.91,8080.64
-82.48,-8.61,-59.75,8727.07,7356.12
-81.57,-8.58,-58.79,8142.66,6795.83
-81.87,-9.42,-58.28,8312.17,8007.18
-83.11,-9.87,-59.01,8435.95,7643.52
-82.18,-10.04,-57.83,8298.0,6995.38
-81.62,-10.12,-57.34,7703.81,7223.11
-82.42,-9.95,-58.11,7505.42,6335.28
-82.34,-9.92,-58.02,7357.67,8117.89
-81.4,-8.32,-59.02,10074.66,9409.26
-82.25,-8.4,-59.71,9574.51,7133.66
-82.34,-8.84,-59.33,6893.35,4527.45
-80.74,-8.61,-58.03,5143.8,4866.72
-82.7,-9.61,-59.04,4917.3,4182.28
-81.86,-8.51,-59.23,5094.29,4872.11
-82.16,-8.9,-59.0,5816.96,5361.29
-80.85,-9.41,-57.34,6118.75,5504.39
-84.64,-12.06,-58.47,5002.78,2390.31
-83.48,-9.33,-59.65,2231.3,1698.8
-78.58,-8.99,-55.58,3542.86,3915.12
-82.73,-8.79,-59.64,6322.68,4196.67
-82.54,-10.6,-57.79,4744.98,3772.37
-82.26,-11.28,-56.73,3735.32,2121.34
-84.39,-10.1,-60.11,2206.35,1407.75
-81.92,-8.53,-59.29,3081.99,2087.52
-82.54,-9.51,-58.84,3042.4,1299.84
-80.66,-12.19,-53.94,4516.64,3612.9
-78.65,-9.5,-54.86,1580.63,2186.79
-72.45,-8.95,-49.25,5112.74,8511.79
-72.16,-9.14,-48.98,11010.34,9971.91
-74.24,-9.36,-50.84,10826.82,3841.75
-77.55,-8.57,-54.75,9776.73,4805.67
-76.84,-9.45,-53.23,6953.99,2851.16
-78.75,-9.2,-55.31,4784.88,3386.32
-81.85,-8.88,-58.91,6269.51,3483.86
-80.81,-10.52,-56.09,5098.13,2091.63
-79.81,-9.23,-56.54,4081.13,2935.89
-83.25,-8.87,-60.3,4672.37,2065.24
-84.99,-9.36,-61.49,4289.33,2804.11
-88.08,-11.34,-62.57,4676.57,1915.65
-83.15,-9.29,-59.76,2850.64,3511.56
-82.19,-9.05,-59.09,6720.09,7904.76
-82.8,-9.33,-59.46,9728.67,8840.3
-85.99,-9.15,-62.83,8886.84,5922.32
-84.18,-9.3,-60.82,6030.06,5185.34
-85.43,-9.0,-62.36,5680.75,4558.77
-86.55,-8.89,-63.46,5447.94,4661.3
-88.01,-10.02,-63.78,5674.12,5040.94
-86.41,-9.78,-62.53,5551.93,4888.54
-85.59,-9.67,-61.89,5763.29,4754.29
-85.73,-8.9,-62.76,5988.51,7223.87
-85.22,-8.87,-62.18,8061.67,8800.43
-84.75,-9.09,-61.66,9861.18,6815.66
-86.13,-9.24,-62.79,7515.05,6834.59
-85.68,-9.02,-62.55,7281.49,5167.96
-85.77,-8.36,-63.37,7645.33,7443.23
-86.19,-8.79,-63.33,8104.38,6911.18
-86.18,-9.23,-62.88,7928.81,7736.53
-84.32,-8.65,-61.43,8663.2,9457.89
-83.91,-8.97,-60.86,10779.31,9332.58
-83.9,-8.66,-61.09,10071.0,9295.43
